meter_id,service_addr,customer,acct,read_dt,reading,units,diag,route,comment
M-1006,"142 Elm St, Wiley, CO 81092",Resident 1006,A-20006,2025/08/14,253444,gal,,R1,
M-1006,"142 Elm St, Wiley, CO 81092",Resident 1006,A-20006,2025/09/15,258840,gal,,R1,
M-1006,"142 Elm St, Wiley, CO 81092",Resident 1006,A-20006,2025/10/16,262919,gal,,R1,
M-1006,"142 Elm St, Wiley, CO 81092",Resident 1006,A-20006,2025/11/12,266463,gal,,R1,
M-1006,"142 Elm St, Wiley, CO 81092",Resident 1006,A-20006,2025/12/13,269311,gal,,R1,
M-1007,"149 3rd Ave, Wiley, CO 81092",Resident 1007,A-20007,2025/07/13,342323,gal,,R2,
M-1007,"149 3rd Ave, Wiley, CO 81092",Resident 1007,A-20007,2025/08/14,348187,gal,,R2,
M-1007,"149 3rd Ave, Wiley, CO 81092",Resident 1007,A-20007,2025/09/15,352554,gal,,R2,
M-1007,"149 3rd Ave, Wiley, CO 81092",Resident 1007,A-20007,2025/10/16,357086,gal,,R2,
M-1007,"149 3rd Ave, Wiley, CO 81092",Resident 1007,A-20007,2025/11/12,360166,gal,,R2,
M-1007,"149 3rd Ave, Wiley, CO 81092",Resident 1007,A-20007,2025/12/13,363600,gal,,R2,
M-1008,"156 5th St, Wiley, CO 81092",Resident 1008,A-20008,2025/07/13,220919,gal,,R3,
M-1008,"156 5th St, Wiley, CO 81092",Resident 1008,A-20008,2025/08/14,225698,gal,,R3,
M-1008,"156 5th St, Wiley, CO 81092",Resident 1008,A-20008,2025/09/15,229251,gal,,R3,
M-1008,"156 5th St, Wiley, CO 81092",Resident 1008,A-20008,2025/10/16,232828,gal,,R3,
M-1008,"156 5th St, Wiley, CO 81092",Resident 1008,A-20008,2025/11/12,235455,gal,,R3,
M-1008,"156 5th St, Wiley, CO 81092",Resident 1008,A-20008,2025/12/13,237638,gal,,R3,
M-1009,"163 Ranch Rd, Wiley, CO 81092",Resident 1009,A-20009,2025/07/13,190653,gal,,R4,
M-1009,"163 Ranch Rd, Wiley, CO 81092",Resident 1009,A-20009,2025/08/14,200426,gal,,R4,
M-1009,"163 Ranch Rd, Wiley, CO 81092",Resident 1009,A-20009,2025/09/15,209280,gal,,R4,
M-1009,"163 Ranch Rd, Wiley, CO 81092",Resident 1009,A-20009,2025/10/16,218065,gal,,R4,
M-1009,"163 Ranch Rd, Wiley, CO 81092",Resident 1009,A-20009,2025/11/12,223591,gal,,R4,
M-1009,"163 Ranch Rd, Wiley, CO 81092",Resident 1009,A-20009,2025/12/13,229040,gal,,R4,
M-1010,"170 Irrigation Ln, Wiley, CO 81092",Resident 1010,A-20010,2025/07/13,319240,gal,,R5,
M-1010,"170 Irrigation Ln, Wiley, CO 81092",Resident 1010,A-20010,2025/08/14,322892,gal,,R5,
M-1010,"170 Irrigation Ln, Wiley, CO 81092",Resident 1010,A-20010,2025/09/15,326519,gal,,R5,
M-1010,"170 Irrigation Ln, Wiley, CO 81092",Resident 1010,A-20010,2025/10/16,329825,gal,,R5,
M-1010,"170 Irrigation Ln, Wiley, CO 81092",Resident 1010,A-20010,2025/11/12,332356,gal,,R5,
M-1010,"170 Irrigation Ln, Wiley, CO 81092",Resident 1010,A-20010,2025/12/13,334850,gal,,R5,
M-1011,"177 North Frontage, Wiley, CO 81092",Resident 1011,A-20011,2025/07/13,431599,gal,,R6,
M-1011,"177 North Frontage, Wiley, CO 81092",Resident 1011,A-20011,2025/08/14,441980,gal,,R6,
M-1011,"177 North Frontage, Wiley, CO 81092",Resident 1011,A-20011,2025/09/15,449899,gal,,R6,
M-1011,"177 North Frontage, Wiley, CO 81092",Resident 1011,A-20011,2025/10/16,456882,gal,,R6,
M-1011,"177 North Frontage, Wiley, CO 81092",Resident 1011,A-20011,2025/11/12,462129,gal,,R6,
M-1011,"177 North Frontage, Wiley, CO 81092",Resident 1011,A-20011,2025/12/13,468408,gal,,R6,
M-1012,"184 South Loop, Wiley, CO 81092",Resident 1012,A-20012,2025/07/13,204620,gal,,R1,
M-1012,"184 South Loop, Wiley, CO 81092",Resident 1012,A-20012,2025/08/14,214884,gal,,R1,
M-1012,"184 South Loop, Wiley, CO 81092",Resident 1012,A-20012,2025/09/15,225356,gal,,R1,
M-1012,"184 South Loop, Wiley, CO 81092",Resident 1012,A-20012,2025/10/16,234430,gal,,R1,
M-1012,"184 South Loop, Wiley, CO 81092",Resident 1012,A-20012,2025/11/12,241024,gal,,R1,
M-1012,"184 South Loop, Wiley, CO 81092",Resident 1012,A-20012,2025/12/13,246999,gal,,R1,
M-1013,"191 Pioneer Rd, Wiley, CO 81092",Resident 1013,A-20013,2025/07/13,155995,gal,,R2,
M-1013,"191 Pioneer Rd, Wiley, CO 81092",Resident 1013,A-20013,2025/08/14,165964,gal,,R2,
M-1013,"191 Pioneer Rd, Wiley, CO 81092",Resident 1013,A-20013,2025/09/15,172546,gal,,R2,
M-1013,"191 Pioneer Rd, Wiley, CO 81092",Resident 1013,A-20013,2025/10/16,179592,gal,,R2,
M-1013,"191 Pioneer Rd, Wiley, CO 81092",Resident 1013,A-20013,2025/11/12,184471,gal,,R2,
M-1013,"191 Pioneer Rd, Wiley, CO 81092",Resident 1013,A-20013,2025/12/13,189462,gal,,R2,
M-1014,"198 Cottonwood Dr, Wiley, CO 81092",Resident 1014,A-20014,2025/07/13,427919,gal,,R3,
M-1014,"198 Cottonwood Dr, Wiley, CO 81092",Resident 1014,A-20014,2025/08/14,431594,gal,,R3,
M-1014,"198 Cottonwood Dr, Wiley, CO 81092",Resident 1014,A-20014,2025/09/15,435107,gal,,R3,
M-1014,"198 Cottonwood Dr, Wiley, CO 81092",Resident 1014,A-20014,2025/10/16,438085,gal,,R3,
M-1014,"198 Cottonwood Dr, Wiley, CO 81092",Resident 1014,A-20014,2025/11/12,440144,gal,,R3,
M-1014,"198 Cottonwood Dr, Wiley, CO 81092",Resident 1014,A-20014,2025/12/13,442432,gal,,R3,
M-1015,"205 Sand Creek Rd, Wiley, CO 81092",Resident 1015,A-20015,2025/07/13,419620,gal,,R4,
M-1015,"205 Sand Creek Rd, Wiley, CO 81092",Resident 1015,A-20015,2025/08/14,430193,gal,,R4,
M-1015,"205 Sand Creek Rd, Wiley, CO 81092",Resident 1015,A-20015,2025/09/15,439160,gal,,R4,
M-1015,"205 Sand Creek Rd, Wiley, CO 81092",Resident 1015,A-20015,2025/10/16,447057,gal,,R4,
M-1015,"205 Sand Creek Rd, Wiley, CO 81092",Resident 1015,A-20015,2025/11/12,452760,gal,,R4,
M-1015,"205 Sand Creek Rd, Wiley, CO 81092",Resident 1015,A-20015,2025/12/13,457389,gal,,R4,
M-1016,"212 Prairie View, Wiley, CO 81092",Resident 1016,A-20016,2025/07/13,128440,gal,,R5,
M-1016,"212 Prairie View, Wiley, CO 81092",Resident 1016,A-20016,2025/08/14,135866,gal,,R5,
M-1016,"212 Prairie View, Wiley, CO 81092",Resident 1016,A-20016,2025/09/15,142029,gal,,R5,
M-1016,"212 Prairie View, Wiley, CO 81092",Resident 1016,A-20016,2025/10/16,147846,gal,,R5,
M-1016,"212 Prairie View, Wiley, CO 81092",Resident 1016,A-20016,2025/11/12,152019,gal,,R5,
M-1016,"212 Prairie View, Wiley, CO 81092",Resident 1016,A-20016,2025/12/13,156664,gal,,R5,
M-1017,"219 School House Rd, Wiley, CO 81092",Resident 1017,A-20017,2025/07/13,127901,gal,,R6,
M-1017,"219 School House Rd, Wiley, CO 81092",Resident 1017,A-20017,2025/08/14,130912,gal,,R6,
M-1017,"219 School House Rd, Wiley, CO 81092",Resident 1017,A-20017,2025/09/15,133720,gal,,R6,
M-1017,"219 School House Rd, Wiley, CO 81092",Resident 1017,A-20017,2025/10/16,136032,gal,,R6,
M-1017,"219 School House Rd, Wiley, CO 81092",Resident 1017,A-20017,2025/11/12,137946,gal,,R6,
M-1017,"219 School House Rd, Wiley, CO 81092",Resident 1017,A-20017,2025/12/13,140005,gal,,R6,
M-1018,"226 Cemetery Rd, Wiley, CO 81092",Resident 1018,A-20018,2025/07/13,204859,gal,,R1,
M-1018,"226 Cemetery Rd, Wiley, CO 81092",Resident 1018,A-20018,2025/08/14,208365,gal,,R1,
M-1018,"226 Cemetery Rd, Wiley, CO 81092",Resident 1018,A-20018,2025/09/15,211576,gal,,R1,
M-1018,"226 Cemetery Rd, Wiley, CO 81092",Resident 1018,A-20018,2025/10/16,214189,gal,,R1,
M-1018,"226 Cemetery Rd, Wiley, CO 81092",Resident 1018,A-20018,2025/11/12,215811,gal,,R1,
M-1018,"226 Cemetery Rd, Wiley, CO 81092",Resident 1018,A-20018,2025/12/13,217865,gal,,R1,
M-1019,"233 Grain Elevator Rd, Wiley, CO 81092",Resident 1019,A-20019,2025/07/13,172075,gal,,R2,
M-1019,"233 Grain Elevator Rd, Wiley, CO 81092",Resident 1019,A-20019,2025/08/14,176428,gal,,R2,
M-1019,"233 Grain Elevator Rd, Wiley, CO 81092",Resident 1019,A-20019,2025/09/15,179881,gal,,R2,
M-1019,"233 Grain Elevator Rd, Wiley, CO 81092",Resident 1019,A-20019,2025/10/16,182915,gal,,R2,
M-1019,"233 Grain Elevator Rd, Wiley, CO 81092",Resident 1019,A-20019,2025/11/12,184894,gal,,R2,
M-1019,"233 Grain Elevator Rd, Wiley, CO 81092",Resident 1019,A-20019,2025/12/13,187210,gal,,R2,
M-1020,"240 Main St, Wiley, CO 81092",Resident 1020,A-20020,2025/07/13,309720,gal,,R3,
M-1020,"240 Main St, Wiley, CO 81092",Resident 1020,A-20020,2025/08/14,315233,gal,,R3,
M-1020,"240 Main St, Wiley, CO 81092",Resident 1020,A-20020,2025/09/15,319509,gal,,R3,
M-1020,"240 Main St, Wiley, CO 81092",Resident 1020,A-20020,2025/10/16,322995,gal,,R3,
M-1020,"240 Main St, Wiley, CO 81092",Resident 1020,A-20020,2025/11/12,325721,gal,,R3,
M-1020,"240 Main St, Wiley, CO 81092",Resident 1020,A-20020,2025/12/13,328265,gal,,R3,
M-1021,"247 County Rd 10, Wiley, CO 81092",Resident 1021,A-20021,2025/07/13,357027,gal,,R4,
M-1021,"247 County Rd 10, Wiley, CO 81092",Resident 1021,A-20021,2025/08/14,361933,gal,,R4,
M-1021,"247 County Rd 10, Wiley, CO 81092",Resident 1021,A-20021,2025/09/15,366575,gal,,R4,
M-1021,"247 County Rd 10, Wiley, CO 81092",Resident 1021,A-20021,2025/10/16,370133,gal,,R4,
M-1021,"247 County Rd 10, Wiley, CO 81092",Resident 1021,A-20021,2025/11/12,373324,gal,,R4,
M-1021,"247 County Rd 10, Wiley, CO 81092",Resident 1021,A-20021,2025/12/13,376076,gal,,R4,
M-1022,"254 County Rd 14, Wiley, CO 81092",Resident 1022,A-20022,2025/07/13,377805,gal,,R5,
M-1022,"254 County Rd 14, Wiley, CO 81092",Resident 1022,A-20022,2025/08/14,385097,gal,,R5,
M-1022,"254 County Rd 14, Wiley, CO 81092",Resident 1022,A-20022,2025/09/15,393413,gal,,R5,
M-1022,"254 County Rd 14, Wiley, CO 81092",Resident 1022,A-20022,2025/10/16,400267,gal,,R5,
M-1022,"254 County Rd 14, Wiley, CO 81092",Resident 1022,A-20022,2025/11/12,404669,gal,,R5,
M-1022,"254 County Rd 14, Wiley, CO 81092",Resident 1022,A-20022,2025/12/13,408922,gal,,R5,
M-1023,"261 Highway 287, Wiley, CO 81092",Resident 1023,A-20023,2025/07/13,249118,gal,,R6,
M-1023,"261 Highway 287, Wiley, CO 81092",Resident 1023,A-20023,2025/08/14,259191,gal,,R6,
M-1023,"261 Highway 287, Wiley, CO 81092",Resident 1023,A-20023,2025/09/15,267877,gal,,R6,
M-1023,"261 Highway 287, Wiley, CO 81092",Resident 1023,A-20023,2025/10/16,274682,gal,,R6,
M-1023,"261 Highway 287, Wiley, CO 81092",Resident 1023,A-20023,2025/11/12,279963,gal,,R6,
M-1023,"261 Highway 287, Wiley, CO 81092",Resident 1023,A-20023,2025/12/13,285361,gal,,R6,
M-1024,"268 Maple Ave, Wiley, CO 81092",Resident 1024,A-20024,2025/07/13,292199,gal,,R1,
M-1024,"268 Maple Ave, Wiley, CO 81092",Resident 1024,A-20024,2025/08/14,295645,gal,,R1,
M-1024,"268 Maple Ave, Wiley, CO 81092",Resident 1024,A-20024,2025/09/15,298155,gal,,R1,
M-1024,"268 Maple Ave, Wiley, CO 81092",Resident 1024,A-20024,2025/10/16,300801,gal,,R1,
M-1024,"268 Maple Ave, Wiley, CO 81092",Resident 1024,A-20024,2025/11/12,302807,gal,,R1,
M-1024,"268 Maple Ave, Wiley, CO 81092",Resident 1024,A-20024,2025/12/13,304559,gal,,R1,
M-1025,"275 Oak St, Wiley, CO 81092",Resident 1025,A-20025,2025/07/13,166373,gal,,R2,
M-1025,"275 Oak St, Wiley, CO 81092",Resident 1025,A-20025,2025/08/14,175042,gal,,R2,
M-1025,"275 Oak St, Wiley, CO 81092",Resident 1025,A-20025,2025/09/15,183087,gal,,R2,
M-1025,"275 Oak St, Wiley, CO 81092",Resident 1025,A-20025,2025/10/16,189713,gal,,R2,
M-1025,"275 Oak St, Wiley, CO 81092",Resident 1025,A-20025,2025/11/12,194877,gal,,R2,
M-1025,"275 Oak St, Wiley, CO 81092",Resident 1025,A-20025,2025/12/13,200093,gal,,R2,
M-1026,"282 Elm St, Wiley, CO 81092",Resident 1026,A-20026,2025/07/13,185484,gal,,R3,
M-1026,"282 Elm St, Wiley, CO 81092",Resident 1026,A-20026,2025/08/14,190438,gal,,R3,
M-1026,"282 Elm St, Wiley, CO 81092",Resident 1026,A-20026,2025/09/15,195013,gal,,R3,
M-1026,"282 Elm St, Wiley, CO 81092",Resident 1026,A-20026,2025/10/16,199263,gal,,R3,
M-1026,"282 Elm St, Wiley, CO 81092",Resident 1026,A-20026,2025/11/12,201708,gal,,R3,
M-1026,"282 Elm St, Wiley, CO 81092",Resident 1026,A-20026,2025/12/13,204316,gal,,R3,
M-1027,"289 3rd Ave, Wiley, CO 81092",Resident 1027,A-20027,2025/07/13,347557,gal,,R4,
M-1027,"289 3rd Ave, Wiley, CO 81092",Resident 1027,A-20027,2025/08/14,357317,gal,,R4,
M-1027,"289 3rd Ave, Wiley, CO 81092",Resident 1027,A-20027,2025/09/15,366969,gal,,R4,
M-1027,"289 3rd Ave, Wiley, CO 81092",Resident 1027,A-20027,2025/10/16,375928,gal,,R4,
M-1027,"289 3rd Ave, Wiley, CO 81092",Resident 1027,A-20027,2025/11/12,382671,gal,,R4,
M-1027,"289 3rd Ave, Wiley, CO 81092",Resident 1027,A-20027,2025/12/13,389049,gal,,R4,
M-1028,"296 5th St, Wiley, CO 81092",Resident 1028,A-20028,2025/07/13,144308,gal,,R5,
M-1028,"296 5th St, Wiley, CO 81092",Resident 1028,A-20028,2025/08/14,154925,gal,,R5,
M-1028,"296 5th St, Wiley, CO 81092",Resident 1028,A-20028,2025/09/15,163742,gal,,R5,
M-1028,"296 5th St, Wiley, CO 81092",Resident 1028,A-20028,2025/10/16,170648,gal,,R5,
M-1028,"296 5th St, Wiley, CO 81092",Resident 1028,A-20028,2025/11/12,175846,gal,,R5,
M-1028,"296 5th St, Wiley, CO 81092",Resident 1028,A-20028,2025/12/13,181177,gal,,R5,
M-1029,"303 Ranch Rd, Wiley, CO 81092",Resident 1029,A-20029,2025/07/13,351016,gal,,R6,
M-1029,"303 Ranch Rd, Wiley, CO 81092",Resident 1029,A-20029,2025/08/14,360949,gal,,R6,
M-1029,"303 Ranch Rd, Wiley, CO 81092",Resident 1029,A-20029,2025/09/15,370150,gal,,R6,
M-1029,"303 Ranch Rd, Wiley, CO 81092",Resident 1029,A-20029,2025/10/16,378459,gal,,R6,
M-1029,"303 Ranch Rd, Wiley, CO 81092",Resident 1029,A-20029,2025/11/12,384576,gal,,R6,
M-1029,"303 Ranch Rd, Wiley, CO 81092",Resident 1029,A-20029,2025/12/13,390660,gal,,R6,
M-1030,"310 Irrigation Ln, Wiley, CO 81092",Resident 1030,A-20030,2025/07/13,271658,gal,,R1,
M-1030,"310 Irrigation Ln, Wiley, CO 81092",Resident 1030,A-20030,2025/08/14,281612,gal,,R1,
M-1030,"310 Irrigation Ln, Wiley, CO 81092",Resident 1030,A-20030,2025/09/15,289596,gal,,R1,
M-1030,"310 Irrigation Ln, Wiley, CO 81092",Resident 1030,A-20030,2025/10/16,296464,gal,,R1,
M-1030,"310 Irrigation Ln, Wiley, CO 81092",Resident 1030,A-20030,2025/11/12,301425,gal,,R1,
M-1030,"310 Irrigation Ln, Wiley, CO 81092",Resident 1030,A-20030,2025/12/13,307042,gal,,R1,
M-1031,"317 North Frontage, Wiley, CO 81092",Resident 1031,A-20031,2025/07/13,361470,gal,,R2,
M-1031,"317 North Frontage, Wiley, CO 81092",Resident 1031,A-20031,2025/08/14,368904,gal,,R2,
M-1031,"317 North Frontage, Wiley, CO 81092",Resident 1031,A-20031,2025/09/15,375015,gal,,R2,
M-1031,"317 North Frontage, Wiley, CO 81092",Resident 1031,A-20031,2025/10/16,379824,gal,,R2,
M-1031,"317 North Frontage, Wiley, CO 81092",Resident 1031,A-20031,2025/11/12,383937,gal,,R2,
M-1031,"317 North Frontage, Wiley, CO 81092",Resident 1031,A-20031,2025/12/13,387916,gal,,R2,
M-1032,"324 South Loop, Wiley, CO 81092",Resident 1032,A-20032,2025/07/13,248193,gal,,R3,
M-1032,"324 South Loop, Wiley, CO 81092",Resident 1032,A-20032,2025/08/14,253381,gal,,R3,
M-1032,"324 South Loop, Wiley, CO 81092",Resident 1032,A-20032,2025/09/15,257775,gal,,R3,
M-1032,"324 South Loop, Wiley, CO 81092",Resident 1032,A-20032,2025/10/16,262113,gal,,R3,
M-1032,"324 South Loop, Wiley, CO 81092",Resident 1032,A-20032,2025/11/12,264737,gal,,R3,
M-1032,"324 South Loop, Wiley, CO 81092",Resident 1032,A-20032,2025/12/13,268140,gal,,R3,
M-1033,"331 Pioneer Rd, Wiley, CO 81092",Resident 1033,A-20033,2025/07/13,582498,gal,,R4,
M-1033,"331 Pioneer Rd, Wiley, CO 81092",Resident 1033,A-20033,2025/08/14,614427,gal,,R4,
M-1033,"331 Pioneer Rd, Wiley, CO 81092",Resident 1033,A-20033,2025/09/15,643936,gal,,R4,
M-1033,"331 Pioneer Rd, Wiley, CO 81092",Resident 1033,A-20033,2025/10/16,668400,gal,,R4,
M-1033,"331 Pioneer Rd, Wiley, CO 81092",Resident 1033,A-20033,2025/11/12,687990,gal,,R4,
M-1033,"331 Pioneer Rd, Wiley, CO 81092",Resident 1033,A-20033,2025/12/13,706636,gal,,R4,
M-1034,"338 Cottonwood Dr, Wiley, CO 81092",Resident 1034,A-20034,2025/07/13,431453,gal,,R5,
M-1034,"338 Cottonwood Dr, Wiley, CO 81092",Resident 1034,A-20034,2025/08/14,441453,gal,,R5,
M-1034,"338 Cottonwood Dr, Wiley, CO 81092",Resident 1034,A-20034,2025/09/15,450272,gal,,R5,
M-1034,"338 Cottonwood Dr, Wiley, CO 81092",Resident 1034,A-20034,2025/10/16,456887,gal,,R5,
M-1034,"338 Cottonwood Dr, Wiley, CO 81092",Resident 1034,A-20034,2025/11/12,461753,gal,,R5,
M-1034,"338 Cottonwood Dr, Wiley, CO 81092",Resident 1034,A-20034,2025/12/13,467786,gal,,R5,
M-1035,"345 Sand Creek Rd, Wiley, CO 81092",Resident 1035,A-20035,2025/07/13,452430,gal,,R6,
M-1035,"345 Sand Creek Rd, Wiley, CO 81092",Resident 1035,A-20035,2025/08/14,458937,gal,,R6,
M-1035,"345 Sand Creek Rd, Wiley, CO 81092",Resident 1035,A-20035,2025/09/15,463996,gal,,R6,
M-1035,"345 Sand Creek Rd, Wiley, CO 81092",Resident 1035,A-20035,2025/10/16,467857,gal,,R6,
M-1035,"345 Sand Creek Rd, Wiley, CO 81092",Resident 1035,A-20035,2025/11/12,471263,gal,,R6,
M-1035,"345 Sand Creek Rd, Wiley, CO 81092",Resident 1035,A-20035,2025/12/13,474464,gal,,R6,
M-1036,"352 Prairie View, Wiley, CO 81092",Resident 1036,A-20036,2025/07/13,333118,gal,,R1,
M-1036,"352 Prairie View, Wiley, CO 81092",Resident 1036,A-20036,2025/08/14,336080,gal,,R1,
M-1036,"352 Prairie View, Wiley, CO 81092",Resident 1036,A-20036,2025/09/15,338566,gal,,R1,
M-1036,"352 Prairie View, Wiley, CO 81092",Resident 1036,A-20036,2025/10/16,340845,gal,,R1,
M-1036,"352 Prairie View, Wiley, CO 81092",Resident 1036,A-20036,2025/11/12,342595,gal,,R1,
M-1036,"352 Prairie View, Wiley, CO 81092",Resident 1036,A-20036,2025/12/13,344076,gal,,R1,
M-1037,"359 School House Rd, Wiley, CO 81092",Resident 1037,A-20037,2025/07/13,238583,gal,,R2,
M-1037,"359 School House Rd, Wiley, CO 81092",Resident 1037,A-20037,2025/08/14,250911,gal,,R2,
M-1037,"359 School House Rd, Wiley, CO 81092",Resident 1037,A-20037,2025/09/15,259891,gal,,R2,
M-1037,"359 School House Rd, Wiley, CO 81092",Resident 1037,A-20037,2025/10/16,267422,gal,,R2,
M-1037,"359 School House Rd, Wiley, CO 81092",Resident 1037,A-20037,2025/11/12,273842,gal,,R2,
M-1037,"359 School House Rd, Wiley, CO 81092",Resident 1037,A-20037,2025/12/13,279222,gal,,R2,
M-1038,"366 Cemetery Rd, Wiley, CO 81092",Resident 1038,A-20038,2025/07/13,192910,gal,,R3,
M-1038,"366 Cemetery Rd, Wiley, CO 81092",Resident 1038,A-20038,2025/08/14,197619,gal,,R3,
M-1038,"366 Cemetery Rd, Wiley, CO 81092",Resident 1038,A-20038,2025/09/15,201414,gal,,R3,
M-1038,"366 Cemetery Rd, Wiley, CO 81092",Resident 1038,A-20038,2025/10/16,204923,gal,,R3,
M-1038,"366 Cemetery Rd, Wiley, CO 81092",Resident 1038,A-20038,2025/11/12,207809,gal,,R3,
M-1038,"366 Cemetery Rd, Wiley, CO 81092",Resident 1038,A-20038,2025/12/13,210823,gal,,R3,
M-1039,"373 Grain Elevator Rd, Wiley, CO 81092",Resident 1039,A-20039,2025/07/13,303666,gal,,R4,
M-1039,"373 Grain Elevator Rd, Wiley, CO 81092",Resident 1039,A-20039,2025/08/14,313940,gal,,R4,
M-1039,"373 Grain Elevator Rd, Wiley, CO 81092",Resident 1039,A-20039,2025/09/15,321681,gal,,R4,
M-1039,"373 Grain Elevator Rd, Wiley, CO 81092",Resident 1039,A-20039,2025/10/16,328936,gal,,R4,
M-1039,"373 Grain Elevator Rd, Wiley, CO 81092",Resident 1039,A-20039,2025/11/12,334071,gal,,R4,
M-1039,"373 Grain Elevator Rd, Wiley, CO 81092",Resident 1039,A-20039,2025/12/13,339839,gal,,R4,
M-1040,"380 Main St, Wiley, CO 81092",Resident 1040,A-20040,2025/07/13,231867,gal,,R5,
M-1040,"380 Main St, Wiley, CO 81092",Resident 1040,A-20040,2025/08/14,239636,gal,,R5,
M-1040,"380 Main St, Wiley, CO 81092",Resident 1040,A-20040,2025/09/15,246763,gal,,R5,
M-1040,"380 Main St, Wiley, CO 81092",Resident 1040,A-20040,2025/10/16,251661,gal,,R5,
M-1040,"380 Main St, Wiley, CO 81092",Resident 1040,A-20040,2025/11/12,255459,gal,,R5,
M-1040,"380 Main St, Wiley, CO 81092",Resident 1040,A-20040,2025/12/13,259231,gal,,R5,
M-1041,"387 County Rd 10, Wiley, CO 81092",Resident 1041,A-20041,2025/07/13,144285,gal,,R6,
M-1041,"387 County Rd 10, Wiley, CO 81092",Resident 1041,A-20041,2025/08/14,150520,gal,,R6,
M-1041,"387 County Rd 10, Wiley, CO 81092",Resident 1041,A-20041,2025/09/15,156853,gal,,R6,
M-1041,"387 County Rd 10, Wiley, CO 81092",Resident 1041,A-20041,2025/10/16,162186,gal,,R6,
M-1041,"387 County Rd 10, Wiley, CO 81092",Resident 1041,A-20041,2025/11/12,166098,gal,,R6,
M-1041,"387 County Rd 10, Wiley, CO 81092",Resident 1041,A-20041,2025/12/13,169607,gal,,R6,
M-1042,"394 County Rd 14, Wiley, CO 81092",Resident 1042,A-20042,2025/07/13,406585,gal,,R1,
M-1042,"394 County Rd 14, Wiley, CO 81092",Resident 1042,A-20042,2025/08/14,412277,gal,,R1,
