meter_id,service_addr,customer,acct,read_dt,reading,units,diag,route,comment
M-1007,"149 3rd Ave, Wiley, CO 81092",Resident 1007,A-20007,2025/03/14,322234,gal,,R2,
M-1007,"149 3rd Ave, Wiley, CO 81092",Resident 1007,A-20007,2025/04/15,325826,gal,,R2,
M-1007,"149 3rd Ave, Wiley, CO 81092",Resident 1007,A-20007,2025/05/16,329903,gal,,R2,
M-1007,"149 3rd Ave, Wiley, CO 81092",Resident 1007,A-20007,2025/06/12,336137,gal,,R2,
M-1008,"156 5th St, Wiley, CO 81092",Resident 1008,A-20008,2025/01/12,200183,gal,,R3,
M-1008,"156 5th St, Wiley, CO 81092",Resident 1008,A-20008,2025/02/13,202413,gal,,R3,
M-1008,"156 5th St, Wiley, CO 81092",Resident 1008,A-20008,2025/03/14,205473,gal,,R3,
M-1008,"156 5th St, Wiley, CO 81092",Resident 1008,A-20008,2025/04/15,208326,gal,,R3,
M-1008,"156 5th St, Wiley, CO 81092",Resident 1008,A-20008,2025/05/16,211923,gal,,R3,
M-1008,"156 5th St, Wiley, CO 81092",Resident 1008,A-20008,2025/06/12,216159,gal,,R3,
M-1009,"163 Ranch Rd, Wiley, CO 81092",Resident 1009,A-20009,2025/01/12,136870,gal,,R4,
M-1009,"163 Ranch Rd, Wiley, CO 81092",Resident 1009,A-20009,2025/02/13,142465,gal,,R4,
M-1009,"163 Ranch Rd, Wiley, CO 81092",Resident 1009,A-20009,2025/03/14,150524,gal,,R4,
M-1009,"163 Ranch Rd, Wiley, CO 81092",Resident 1009,A-20009,2025/04/15,159572,gal,,R4,
M-1009,"163 Ranch Rd, Wiley, CO 81092",Resident 1009,A-20009,2025/05/16,169141,gal,,R4,
M-1009,"163 Ranch Rd, Wiley, CO 81092",Resident 1009,A-20009,2025/06/12,180136,gal,,R4,
M-1010,"170 Irrigation Ln, Wiley, CO 81092",Resident 1010,A-20010,2025/01/12,299187,gal,,R5,
M-1010,"170 Irrigation Ln, Wiley, CO 81092",Resident 1010,A-20010,2025/02/13,301431,gal,,R5,
M-1010,"170 Irrigation Ln, Wiley, CO 81092",Resident 1010,A-20010,2025/03/14,304207,gal,,R5,
M-1010,"170 Irrigation Ln, Wiley, CO 81092",Resident 1010,A-20010,2025/04/15,307685,gal,,R5,
M-1010,"170 Irrigation Ln, Wiley, CO 81092",Resident 1010,A-20010,2025/05/16,311016,gal,,R5,
M-1010,"170 Irrigation Ln, Wiley, CO 81092",Resident 1010,A-20010,2025/06/12,314626,gal,,R5,
M-1011,"177 North Frontage, Wiley, CO 81092",Resident 1011,A-20011,2025/01/12,381661,gal,,R6,
M-1011,"177 North Frontage, Wiley, CO 81092",Resident 1011,A-20011,2025/02/13,387563,gal,,R6,
M-1011,"177 North Frontage, Wiley, CO 81092",Resident 1011,A-20011,2025/03/14,394768,gal,,R6,
M-1011,"177 North Frontage, Wiley, CO 81092",Resident 1011,A-20011,2025/04/15,401653,gal,,R6,
M-1011,"177 North Frontage, Wiley, CO 81092",Resident 1011,A-20011,2025/05/16,410319,gal,,R6,
M-1011,"177 North Frontage, Wiley, CO 81092",Resident 1011,A-20011,2025/06/12,419751,gal,,R6,
M-1012,"184 South Loop, Wiley, CO 81092",Resident 1012,A-20012,2025/01/12,150872,gal,,R1,
M-1012,"184 South Loop, Wiley, CO 81092",Resident 1012,A-20012,2025/02/13,156901,gal,,R1,
M-1012,"184 South Loop, Wiley, CO 81092",Resident 1012,A-20012,2025/03/14,165982,gal,,R1,
M-1012,"184 South Loop, Wiley, CO 81092",Resident 1012,A-20012,2025/04/15,175051,gal,,R1,
M-1012,"184 South Loop, Wiley, CO 81092",Resident 1012,A-20012,2025/05/16,184224,gal,,R1,
M-1012,"184 South Loop, Wiley, CO 81092",Resident 1012,A-20012,2025/06/12,193842,gal,,R1,
M-1013,"191 Pioneer Rd, Wiley, CO 81092",Resident 1013,A-20013,2025/01/12,113777,gal,,R2,
M-1013,"191 Pioneer Rd, Wiley, CO 81092",Resident 1013,A-20013,2025/02/13,118066,gal,,R2,
M-1013,"191 Pioneer Rd, Wiley, CO 81092",Resident 1013,A-20013,2025/03/14,124408,gal,,R2,
M-1013,"191 Pioneer Rd, Wiley, CO 81092",Resident 1013,A-20013,2025/04/15,130819,gal,,R2,
M-1013,"191 Pioneer Rd, Wiley, CO 81092",Resident 1013,A-20013,2025/05/16,138452,gal,,R2,
M-1013,"191 Pioneer Rd, Wiley, CO 81092",Resident 1013,A-20013,2025/06/12,146886,gal,,R2,
M-1014,"198 Cottonwood Dr, Wiley, CO 81092",Resident 1014,A-20014,2025/01/12,408407,gal,,R3,
M-1014,"198 Cottonwood Dr, Wiley, CO 81092",Resident 1014,A-20014,2025/02/13,410495,gal,,R3,
M-1014,"198 Cottonwood Dr, Wiley, CO 81092",Resident 1014,A-20014,2025/03/14,413475,gal,,R3,
M-1014,"198 Cottonwood Dr, Wiley, CO 81092",Resident 1014,A-20014,2025/04/15,416500,gal,,R3,
M-1014,"198 Cottonwood Dr, Wiley, CO 81092",Resident 1014,A-20014,2025/05/16,419958,gal,,R3,
M-1014,"198 Cottonwood Dr, Wiley, CO 81092",Resident 1014,A-20014,2025/06/12,424244,gal,,R3,
M-1015,"205 Sand Creek Rd, Wiley, CO 81092",Resident 1015,A-20015,2025/01/12,373862,gal,,R4,
M-1015,"205 Sand Creek Rd, Wiley, CO 81092",Resident 1015,A-20015,2025/02/13,378495,gal,,R4,
M-1015,"205 Sand Creek Rd, Wiley, CO 81092",Resident 1015,A-20015,2025/03/14,385671,gal,,R4,
M-1015,"205 Sand Creek Rd, Wiley, CO 81092",Resident 1015,A-20015,2025/04/15,393013,gal,,R4,
M-1015,"205 Sand Creek Rd, Wiley, CO 81092",Resident 1015,A-20015,2025/05/16,399982,gal,,R4,
M-1015,"205 Sand Creek Rd, Wiley, CO 81092",Resident 1015,A-20015,2025/06/12,408948,gal,,R4,
M-1016,"212 Prairie View, Wiley, CO 81092",Resident 1016,A-20016,2025/01/12,90027,gal,,R5,
M-1016,"212 Prairie View, Wiley, CO 81092",Resident 1016,A-20016,2025/02/13,94393,gal,,R5,
M-1016,"212 Prairie View, Wiley, CO 81092",Resident 1016,A-20016,2025/03/14,100024,gal,,R5,
M-1016,"212 Prairie View, Wiley, CO 81092",Resident 1016,A-20016,2025/04/15,105819,gal,,R5,
M-1016,"212 Prairie View, Wiley, CO 81092",Resident 1016,A-20016,2025/05/16,111885,gal,,R5,
M-1016,"212 Prairie View, Wiley, CO 81092",Resident 1016,A-20016,2025/06/12,120067,gal,,R5,
M-1017,"219 School House Rd, Wiley, CO 81092",Resident 1017,A-20017,2025/01/12,112889,gal,,R6,
M-1017,"219 School House Rd, Wiley, CO 81092",Resident 1017,A-20017,2025/02/13,114636,gal,,R6,
M-1017,"219 School House Rd, Wiley, CO 81092",Resident 1017,A-20017,2025/03/14,116980,gal,,R6,
M-1017,"219 School House Rd, Wiley, CO 81092",Resident 1017,A-20017,2025/04/15,119262,gal,,R6,
M-1017,"219 School House Rd, Wiley, CO 81092",Resident 1017,A-20017,2025/05/16,121788,gal,,R6,
M-1017,"219 School House Rd, Wiley, CO 81092",Resident 1017,A-20017,2025/06/12,124705,gal,,R6,
M-1018,"226 Cemetery Rd, Wiley, CO 81092",Resident 1018,A-20018,2025/01/12,187785,gal,,R1,
M-1018,"226 Cemetery Rd, Wiley, CO 81092",Resident 1018,A-20018,2025/02/13,189554,gal,,R1,
M-1018,"226 Cemetery Rd, Wiley, CO 81092",Resident 1018,A-20018,2025/03/14,192131,gal,,R1,
M-1018,"226 Cemetery Rd, Wiley, CO 81092",Resident 1018,A-20018,2025/04/15,194804,gal,,R1,
M-1018,"226 Cemetery Rd, Wiley, CO 81092",Resident 1018,A-20018,2025/05/16,197706,gal,,R1,
M-1018,"226 Cemetery Rd, Wiley, CO 81092",Resident 1018,A-20018,2025/06/12,201260,gal,,R1,
M-1019,"233 Grain Elevator Rd, Wiley, CO 81092",Resident 1019,A-20019,2025/01/12,153874,gal,,R2,
M-1019,"233 Grain Elevator Rd, Wiley, CO 81092",Resident 1019,A-20019,2025/02/13,155960,gal,,R2,
M-1019,"233 Grain Elevator Rd, Wiley, CO 81092",Resident 1019,A-20019,2025/03/14,158525,gal,,R2,
M-1019,"233 Grain Elevator Rd, Wiley, CO 81092",Resident 1019,A-20019,2025/04/15,161066,gal,,R2,
M-1019,"233 Grain Elevator Rd, Wiley, CO 81092",Resident 1019,A-20019,2025/05/16,164676,gal,,R2,
M-1019,"233 Grain Elevator Rd, Wiley, CO 81092",Resident 1019,A-20019,2025/06/12,168135,gal,,R2,
M-1020,"240 Main St, Wiley, CO 81092",Resident 1020,A-20020,2025/01/12,285288,gal,,R3,
M-1020,"240 Main St, Wiley, CO 81092",Resident 1020,A-20020,2025/02/13,288180,gal,,R3,
M-1020,"240 Main St, Wiley, CO 81092",Resident 1020,A-20020,2025/03/14,291691,gal,,R3,
M-1020,"240 Main St, Wiley, CO 81092",Resident 1020,A-20020,2025/04/15,295160,gal,,R3,
M-1020,"240 Main St, Wiley, CO 81092",Resident 1020,A-20020,2025/05/16,299114,gal,,R3,
M-1020,"240 Main St, Wiley, CO 81092",Resident 1020,A-20020,2025/06/12,305070,gal,,R3,
M-1021,"247 County Rd 10, Wiley, CO 81092",Resident 1021,A-20021,2025/01/12,327990,gal,,R4,
M-1021,"247 County Rd 10, Wiley, CO 81092",Resident 1021,A-20021,2025/02/13,330685,gal,,R4,
M-1021,"247 County Rd 10, Wiley, CO 81092",Resident 1021,A-20021,2025/03/14,335139,gal,,R4,
M-1021,"247 County Rd 10, Wiley, CO 81092",Resident 1021,A-20021,2025/04/15,339739,gal,,R4,
M-1021,"247 County Rd 10, Wiley, CO 81092",Resident 1021,A-20021,2025/05/16,345011,gal,,R4,
M-1021,"247 County Rd 10, Wiley, CO 81092",Resident 1021,A-20021,2025/06/12,350824,gal,,R4,
M-1022,"254 County Rd 14, Wiley, CO 81092",Resident 1022,A-20022,2025/01/12,337586,gal,,R5,
M-1022,"254 County Rd 14, Wiley, CO 81092",Resident 1022,A-20022,2025/02/13,342912,gal,,R5,
M-1022,"254 County Rd 14, Wiley, CO 81092",Resident 1022,A-20022,2025/03/14,349174,gal,,R5,
M-1022,"254 County Rd 14, Wiley, CO 81092",Resident 1022,A-20022,2025/04/15,355405,gal,,R5,
M-1022,"254 County Rd 14, Wiley, CO 81092",Resident 1022,A-20022,2025/05/16,362326,gal,,R5,
M-1022,"254 County Rd 14, Wiley, CO 81092",Resident 1022,A-20022,2025/06/12,370037,gal,,R5,
M-1023,"261 Highway 287, Wiley, CO 81092",Resident 1023,A-20023,2025/01/12,204021,gal,,R6,
M-1023,"261 Highway 287, Wiley, CO 81092",Resident 1023,A-20023,2025/02/13,210019,gal,,R6,
M-1023,"261 Highway 287, Wiley, CO 81092",Resident 1023,A-20023,2025/03/14,216346,gal,,R6,
M-1023,"261 Highway 287, Wiley, CO 81092",Resident 1023,A-20023,2025/04/15,222682,gal,,R6,
M-1023,"261 Highway 287, Wiley, CO 81092",Resident 1023,A-20023,2025/05/16,230237,gal,,R6,
M-1023,"261 Highway 287, Wiley, CO 81092",Resident 1023,A-20023,2025/06/12,239452,gal,,R6,
M-1024,"268 Maple Ave, Wiley, CO 81092",Resident 1024,A-20024,2025/01/12,274855,gal,,R1,
M-1024,"268 Maple Ave, Wiley, CO 81092",Resident 1024,A-20024,2025/02/13,276927,gal,,R1,
M-1024,"268 Maple Ave, Wiley, CO 81092",Resident 1024,A-20024,2025/03/14,279603,gal,,R1,
M-1024,"268 Maple Ave, Wiley, CO 81092",Resident 1024,A-20024,2025/04/15,282313,gal,,R1,
M-1024,"268 Maple Ave, Wiley, CO 81092",Resident 1024,A-20024,2025/05/16,285297,gal,,R1,
M-1024,"268 Maple Ave, Wiley, CO 81092",Resident 1024,A-20024,2025/06/12,288498,gal,,R1,
M-1025,"275 Oak St, Wiley, CO 81092",Resident 1025,A-20025,2025/01/12,120447,gal,,R2,
M-1025,"275 Oak St, Wiley, CO 81092",Resident 1025,A-20025,2025/02/13,125654,gal,,R2,
M-1025,"275 Oak St, Wiley, CO 81092",Resident 1025,A-20025,2025/03/14,132331,gal,,R2,
M-1025,"275 Oak St, Wiley, CO 81092",Resident 1025,A-20025,2025/04/15,139799,gal,,R2,
M-1025,"275 Oak St, Wiley, CO 81092",Resident 1025,A-20025,2025/05/16,148602,gal,,R2,
M-1025,"275 Oak St, Wiley, CO 81092",Resident 1025,A-20025,2025/06/12,158113,gal,,R2,
M-1026,"282 Elm St, Wiley, CO 81092",Resident 1026,A-20026,2025/01/12,159455,gal,,R3,
M-1026,"282 Elm St, Wiley, CO 81092",Resident 1026,A-20026,2025/02/13,162041,gal,,R3,
M-1026,"282 Elm St, Wiley, CO 81092",Resident 1026,A-20026,2025/03/14,165295,gal,,R3,
M-1026,"282 Elm St, Wiley, CO 81092",Resident 1026,A-20026,2025/04/15,168929,gal,,R3,
M-1026,"282 Elm St, Wiley, CO 81092",Resident 1026,A-20026,2025/05/16,173855,gal,,R3,
M-1026,"282 Elm St, Wiley, CO 81092",Resident 1026,A-20026,2025/06/12,179609,gal,,R3,
M-1027,"289 3rd Ave, Wiley, CO 81092",Resident 1027,A-20027,2025/01/12,297086,gal,,R4,
M-1027,"289 3rd Ave, Wiley, CO 81092",Resident 1027,A-20027,2025/02/13,302918,gal,,R4,
M-1027,"289 3rd Ave, Wiley, CO 81092",Resident 1027,A-20027,2025/03/14,312091,gal,,R4,
M-1027,"289 3rd Ave, Wiley, CO 81092",Resident 1027,A-20027,2025/04/15,319049,gal,,R4,
M-1027,"289 3rd Ave, Wiley, CO 81092",Resident 1027,A-20027,2025/05/16,326988,gal,,R4,
M-1027,"289 3rd Ave, Wiley, CO 81092",Resident 1027,A-20027,2025/06/12,336546,gal,,R4,
M-1028,"296 5th St, Wiley, CO 81092",Resident 1028,A-20028,2025/01/12,95749,gal,,R5,
M-1028,"296 5th St, Wiley, CO 81092",Resident 1028,A-20028,2025/02/13,100779,gal,,R5,
M-1028,"296 5th St, Wiley, CO 81092",Resident 1028,A-20028,2025/03/14,107630,gal,,R5,
M-1028,"296 5th St, Wiley, CO 81092",Resident 1028,A-20028,2025/04/15,115064,gal,,R5,
M-1028,"296 5th St, Wiley, CO 81092",Resident 1028,A-20028,2025/05/16,124539,gal,,R5,
M-1028,"296 5th St, Wiley, CO 81092",Resident 1028,A-20028,2025/06/12,135654,gal,,R5,
M-1029,"303 Ranch Rd, Wiley, CO 81092",Resident 1029,A-20029,2025/01/12,302238,gal,,R6,
M-1029,"303 Ranch Rd, Wiley, CO 81092",Resident 1029,A-20029,2025/02/13,307841,gal,,R6,
M-1029,"303 Ranch Rd, Wiley, CO 81092",Resident 1029,A-20029,2025/03/14,316235,gal,,R6,
M-1029,"303 Ranch Rd, Wiley, CO 81092",Resident 1029,A-20029,2025/04/15,323388,gal,,R6,
M-1029,"303 Ranch Rd, Wiley, CO 81092",Resident 1029,A-20029,2025/05/16,331984,gal,,R6,
M-1029,"303 Ranch Rd, Wiley, CO 81092",Resident 1029,A-20029,2025/06/12,341689,gal,,R6,
M-1030,"310 Irrigation Ln, Wiley, CO 81092",Resident 1030,A-20030,2025/01/12,228590,gal,,R1,
M-1030,"310 Irrigation Ln, Wiley, CO 81092",Resident 1030,A-20030,2025/02/13,233577,gal,,R1,
M-1030,"310 Irrigation Ln, Wiley, CO 81092",Resident 1030,A-20030,2025/03/14,239505,gal,,R1,
M-1030,"310 Irrigation Ln, Wiley, CO 81092",Resident 1030,A-20030,2025/04/15,246316,gal,,R1,
M-1030,"310 Irrigation Ln, Wiley, CO 81092",Resident 1030,A-20030,2025/05/16,253474,gal,,R1,
M-1030,"310 Irrigation Ln, Wiley, CO 81092",Resident 1030,A-20030,2025/06/12,262202,gal,,R1,
M-1031,"317 North Frontage, Wiley, CO 81092",Resident 1031,A-20031,2025/01/12,322368,gal,,R2,
M-1031,"317 North Frontage, Wiley, CO 81092",Resident 1031,A-20031,2025/02/13,326041,gal,,R2,
M-1031,"317 North Frontage, Wiley, CO 81092",Resident 1031,A-20031,2025/03/14,331930,gal,,R2,
M-1031,"317 North Frontage, Wiley, CO 81092",Resident 1031,A-20031,2025/04/15,338109,gal,,R2,
M-1031,"317 North Frontage, Wiley, CO 81092",Resident 1031,A-20031,2025/05/16,344574,gal,,R2,
M-1031,"317 North Frontage, Wiley, CO 81092",Resident 1031,A-20031,2025/06/12,353237,gal,,R2,
M-1032,"324 South Loop, Wiley, CO 81092",Resident 1032,A-20032,2025/01/12,221866,gal,,R3,
M-1032,"324 South Loop, Wiley, CO 81092",Resident 1032,A-20032,2025/02/13,224810,gal,,R3,
M-1032,"324 South Loop, Wiley, CO 81092",Resident 1032,A-20032,2025/03/14,228405,gal,,R3,
M-1032,"324 South Loop, Wiley, CO 81092",Resident 1032,A-20032,2025/04/15,232283,gal,,R3,
M-1032,"324 South Loop, Wiley, CO 81092",Resident 1032,A-20032,2025/05/16,237159,gal,,R3,
M-1032,"324 South Loop, Wiley, CO 81092",Resident 1032,A-20032,2025/06/12,242195,gal,,R3,
M-1033,"331 Pioneer Rd, Wiley, CO 81092",Resident 1033,A-20033,2025/01/12,421336,gal,,R4,
M-1033,"331 Pioneer Rd, Wiley, CO 81092",Resident 1033,A-20033,2025/02/13,439905,gal,,R4,
M-1033,"331 Pioneer Rd, Wiley, CO 81092",Resident 1033,A-20033,2025/03/14,468556,gal,,R4,
M-1033,"331 Pioneer Rd, Wiley, CO 81092",Resident 1033,A-20033,2025/04/15,490335,gal,,R4,
M-1033,"331 Pioneer Rd, Wiley, CO 81092",Resident 1033,A-20033,2025/05/16,515982,gal,,R4,
M-1033,"331 Pioneer Rd, Wiley, CO 81092",Resident 1033,A-20033,2025/06/12,549042,gal,,R4,
M-1034,"338 Cottonwood Dr, Wiley, CO 81092",Resident 1034,A-20034,2025/01/12,384427,gal,,R5,
M-1034,"338 Cottonwood Dr, Wiley, CO 81092",Resident 1034,A-20034,2025/02/13,389672,gal,,R5,
M-1034,"338 Cottonwood Dr, Wiley, CO 81092",Resident 1034,A-20034,2025/03/14,396222,gal,,R5,
M-1034,"338 Cottonwood Dr, Wiley, CO 81092",Resident 1034,A-20034,2025/04/15,403635,gal,,R5,
M-1034,"338 Cottonwood Dr, Wiley, CO 81092",Resident 1034,A-20034,2025/05/16,412610,gal,,R5,
M-1034,"338 Cottonwood Dr, Wiley, CO 81092",Resident 1034,A-20034,2025/06/12,423094,gal,,R5,
M-1035,"345 Sand Creek Rd, Wiley, CO 81092",Resident 1035,A-20035,2025/01/12,423489,gal,,R6,
M-1035,"345 Sand Creek Rd, Wiley, CO 81092",Resident 1035,A-20035,2025/02/13,426421,gal,,R6,
M-1035,"345 Sand Creek Rd, Wiley, CO 81092",Resident 1035,A-20035,2025/03/14,431106,gal,,R6,
M-1035,"345 Sand Creek Rd, Wiley, CO 81092",Resident 1035,A-20035,2025/04/15,435144,gal,,R6,
M-1035,"345 Sand Creek Rd, Wiley, CO 81092",Resident 1035,A-20035,2025/05/16,439728,gal,,R6,
M-1035,"345 Sand Creek Rd, Wiley, CO 81092",Resident 1035,A-20035,2025/06/12,446317,gal,,R6,
M-1036,"352 Prairie View, Wiley, CO 81092",Resident 1036,A-20036,2025/01/12,318049,gal,,R1,
M-1036,"352 Prairie View, Wiley, CO 81092",Resident 1036,A-20036,2025/02/13,319612,gal,,R1,
M-1036,"352 Prairie View, Wiley, CO 81092",Resident 1036,A-20036,2025/03/14,321696,gal,,R1,
M-1036,"352 Prairie View, Wiley, CO 81092",Resident 1036,A-20036,2025/04/15,323756,gal,,R1,
M-1036,"352 Prairie View, Wiley, CO 81092",Resident 1036,A-20036,2025/05/16,326715,gal,,R1,
M-1036,"352 Prairie View, Wiley, CO 81092",Resident 1036,A-20036,2025/06/12,329892,gal,,R1,
M-1037,"359 School House Rd, Wiley, CO 81092",Resident 1037,A-20037,2025/01/12,182163,gal,,R2,
M-1037,"359 School House Rd, Wiley, CO 81092",Resident 1037,A-20037,2025/02/13,187995,gal,,R2,
M-1037,"359 School House Rd, Wiley, CO 81092",Resident 1037,A-20037,2025/03/14,196087,gal,,R2,
M-1037,"359 School House Rd, Wiley, CO 81092",Resident 1037,A-20037,2025/04/15,203713,gal,,R2,
M-1037,"359 School House Rd, Wiley, CO 81092",Resident 1037,A-20037,2025/05/16,213226,gal,,R2,
M-1037,"359 School House Rd, Wiley, CO 81092",Resident 1037,A-20037,2025/06/12,225599,gal,,R2,
M-1038,"366 Cemetery Rd, Wiley, CO 81092",Resident 1038,A-20038,2025/01/12,169240,gal,,R3,
M-1038,"366 Cemetery Rd, Wiley, CO 81092",Resident 1038,A-20038,2025/02/13,171968,gal,,R3,
M-1038,"366 Cemetery Rd, Wiley, CO 81092",Resident 1038,A-20038,2025/03/14,175899,gal,,R3,
M-1038,"366 Cemetery Rd, Wiley, CO 81092",Resident 1038,A-20038,2025/04/15,179174,gal,,R3,
M-1038,"366 Cemetery Rd, Wiley, CO 81092",Resident 1038,A-20038,2025/05/16,183601,gal,,R3,
M-1038,"366 Cemetery Rd, Wiley, CO 81092",Resident 1038,A-20038,2025/06/12,187785,gal,,R3,
M-1039,"373 Grain Elevator Rd, Wiley, CO 81092",Resident 1039,A-20039,2025/01/12,250652,gal,,R4,
M-1039,"373 Grain Elevator Rd, Wiley, CO 81092",Resident 1039,A-20039,2025/02/13,256758,gal,,R4,
M-1039,"373 Grain Elevator Rd, Wiley, CO 81092",Resident 1039,A-20039,2025/03/14,263882,gal,,R4,
M-1039,"373 Grain Elevator Rd, Wiley, CO 81092",Resident 1039,A-20039,2025/04/15,272711,gal,,R4,
M-1039,"373 Grain Elevator Rd, Wiley, CO 81092",Resident 1039,A-20039,2025/05/16,281187,gal,,R4,
M-1039,"373 Grain Elevator Rd, Wiley, CO 81092",Resident 1039,A-20039,2025/06/12,292506,gal,,R4,
M-1040,"380 Main St, Wiley, CO 81092",Resident 1040,A-20040,2025/01/12,196022,gal,,R5,
M-1040,"380 Main St, Wiley, CO 81092",Resident 1040,A-20040,2025/02/13,199880,gal,,R5,
M-1040,"380 Main St, Wiley, CO 81092",Resident 1040,A-20040,2025/03/14,205365,gal,,R5,
M-1040,"380 Main St, Wiley, CO 81092",Resident 1040,A-20040,2025/04/15,210236,gal,,R5,
M-1040,"380 Main St, Wiley, CO 81092",Resident 1040,A-20040,2025/05/16,216584,gal,,R5,
M-1040,"380 Main St, Wiley, CO 81092",Resident 1040,A-20040,2025/06/12,223215,gal,,R5,
M-1041,"387 County Rd 10, Wiley, CO 81092",Resident 1041,A-20041,2025/01/12,110283,gal,,R6,
M-1041,"387 County Rd 10, Wiley, CO 81092",Resident 1041,A-20041,2025/02/13,113582,gal,,R6,
M-1041,"387 County Rd 10, Wiley, CO 81092",Resident 1041,A-20041,2025/03/14,118278,gal,,R6,
M-1041,"387 County Rd 10, Wiley, CO 81092",Resident 1041,A-20041,2025/04/15,123443,gal,,R6,
M-1041,"387 County Rd 10, Wiley, CO 81092",Resident 1041,A-20041,2025/05/16,129428,gal,,R6,
M-1041,"387 County Rd 10, Wiley, CO 81092",Resident 1041,A-20041,2025/06/12,137054,gal,,R6,
M-1042,"394 County Rd 14, Wiley, CO 81092",Resident 1042,A-20042,2025/01/12,379044,gal,,R1,
M-1042,"394 County Rd 14, Wiley, CO 81092",Resident 1042,A-20042,2025/02/13,382204,gal,,R1,
