Meter ID,Service Address,Occupant Name,Account Number,Reading Date,Cumulative Reading,Unit,Diagnostic Flag,Route,Notes
M-1012,"184 South Loop, Wiley, CO 81092",Resident 1012,A-20012,2025-09-15,225356,gallons,,R1,
M-1012,"184 South Loop, Wiley, CO 81092",Resident 1012,A-20012,2025-10-16,234430,gallons,,R1,
M-1012,"184 South Loop, Wiley, CO 81092",Resident 1012,A-20012,2025-11-12,241024,gallons,,R1,
M-1012,"184 South Loop, Wiley, CO 81092",Resident 1012,A-20012,2025-12-13,246999,gallons,,R1,
M-1013,"191 Pioneer Rd, Wiley, CO 81092",Resident 1013,A-20013,2025-07-13,155995,gallons,,R2,
M-1013,"191 Pioneer Rd, Wiley, CO 81092",Resident 1013,A-20013,2025-08-14,165964,gallons,,R2,
M-1013,"191 Pioneer Rd, Wiley, CO 81092",Resident 1013,A-20013,2025-09-15,172546,gallons,,R2,
M-1013,"191 Pioneer Rd, Wiley, CO 81092",Resident 1013,A-20013,2025-10-16,179592,gallons,,R2,
M-1013,"191 Pioneer Rd, Wiley, CO 81092",Resident 1013,A-20013,2025-11-12,184471,gallons,,R2,
M-1013,"191 Pioneer Rd, Wiley, CO 81092",Resident 1013,A-20013,2025-12-13,189462,gallons,,R2,
M-1014,"198 Cottonwood Dr, Wiley, CO 81092",Resident 1014,A-20014,2025-07-13,427919,gallons,,R3,
M-1014,"198 Cottonwood Dr, Wiley, CO 81092",Resident 1014,A-20014,2025-08-14,431594,gallons,,R3,
M-1014,"198 Cottonwood Dr, Wiley, CO 81092",Resident 1014,A-20014,2025-09-15,435107,gallons,,R3,
M-1014,"198 Cottonwood Dr, Wiley, CO 81092",Resident 1014,A-20014,2025-10-16,438085,gallons,,R3,
M-1014,"198 Cottonwood Dr, Wiley, CO 81092",Resident 1014,A-20014,2025-11-12,440144,gallons,,R3,
M-1014,"198 Cottonwood Dr, Wiley, CO 81092",Resident 1014,A-20014,2025-12-13,442432,gallons,,R3,
M-1015,"205 Sand Creek Rd, Wiley, CO 81092",Resident 1015,A-20015,2025-07-13,419620,gallons,,R4,
M-1015,"205 Sand Creek Rd, Wiley, CO 81092",Resident 1015,A-20015,2025-08-14,430193,gallons,,R4,
M-1015,"205 Sand Creek Rd, Wiley, CO 81092",Resident 1015,A-20015,2025-09-15,439160,gallons,,R4,
M-1015,"205 Sand Creek Rd, Wiley, CO 81092",Resident 1015,A-20015,2025-10-16,447057,gallons,,R4,
M-1015,"205 Sand Creek Rd, Wiley, CO 81092",Resident 1015,A-20015,2025-11-12,452760,gallons,,R4,
M-1015,"205 Sand Creek Rd, Wiley, CO 81092",Resident 1015,A-20015,2025-12-13,457389,gallons,,R4,
M-1016,"212 Prairie View, Wiley, CO 81092",Resident 1016,A-20016,2025-07-13,128440,gallons,,R5,
M-1016,"212 Prairie View, Wiley, CO 81092",Resident 1016,A-20016,2025-08-14,135866,gallons,,R5,
M-1016,"212 Prairie View, Wiley, CO 81092",Resident 1016,A-20016,2025-09-15,142029,gallons,,R5,
M-1016,"212 Prairie View, Wiley, CO 81092",Resident 1016,A-20016,2025-10-16,147846,gallons,,R5,
M-1016,"212 Prairie View, Wiley, CO 81092",Resident 1016,A-20016,2025-11-12,152019,gallons,,R5,
M-1016,"212 Prairie View, Wiley, CO 81092",Resident 1016,A-20016,2025-12-13,156664,gallons,,R5,
M-1017,"219 School House Rd, Wiley, CO 81092",Resident 1017,A-20017,2025-07-13,127901,gallons,,R6,
M-1017,"219 School House Rd, Wiley, CO 81092",Resident 1017,A-20017,2025-08-14,130912,gallons,,R6,
M-1017,"219 School House Rd, Wiley, CO 81092",Resident 1017,A-20017,2025-09-15,133720,gallons,,R6,
M-1017,"219 School House Rd, Wiley, CO 81092",Resident 1017,A-20017,2025-10-16,136032,gallons,,R6,
M-1017,"219 School House Rd, Wiley, CO 81092",Resident 1017,A-20017,2025-11-12,137946,gallons,,R6,
M-1017,"219 School House Rd, Wiley, CO 81092",Resident 1017,A-20017,2025-12-13,140005,gallons,,R6,
M-1018,"226 Cemetery Rd, Wiley, CO 81092",Resident 1018,A-20018,2025-07-13,204859,gallons,,R1,
M-1018,"226 Cemetery Rd, Wiley, CO 81092",Resident 1018,A-20018,2025-08-14,208365,gallons,,R1,
M-1018,"226 Cemetery Rd, Wiley, CO 81092",Resident 1018,A-20018,2025-09-15,211576,gallons,,R1,
M-1018,"226 Cemetery Rd, Wiley, CO 81092",Resident 1018,A-20018,2025-10-16,214189,gallons,,R1,
M-1018,"226 Cemetery Rd, Wiley, CO 81092",Resident 1018,A-20018,2025-11-12,215811,gallons,,R1,
M-1018,"226 Cemetery Rd, Wiley, CO 81092",Resident 1018,A-20018,2025-12-13,217865,gallons,,R1,
M-1019,"233 Grain Elevator Rd, Wiley, CO 81092",Resident 1019,A-20019,2025-07-13,172075,gallons,,R2,
M-1019,"233 Grain Elevator Rd, Wiley, CO 81092",Resident 1019,A-20019,2025-08-14,176428,gallons,,R2,
M-1019,"233 Grain Elevator Rd, Wiley, CO 81092",Resident 1019,A-20019,2025-09-15,179881,gallons,,R2,
M-1019,"233 Grain Elevator Rd, Wiley, CO 81092",Resident 1019,A-20019,2025-10-16,182915,gallons,,R2,
M-1019,"233 Grain Elevator Rd, Wiley, CO 81092",Resident 1019,A-20019,2025-11-12,184894,gallons,,R2,
M-1019,"233 Grain Elevator Rd, Wiley, CO 81092",Resident 1019,A-20019,2025-12-13,187210,gallons,,R2,
M-1020,"240 Main St, Wiley, CO 81092",Resident 1020,A-20020,2025-07-13,309720,gallons,,R3,
M-1020,"240 Main St, Wiley, CO 81092",Resident 1020,A-20020,2025-08-14,315233,gallons,,R3,
M-1020,"240 Main St, Wiley, CO 81092",Resident 1020,A-20020,2025-09-15,319509,gallons,,R3,
M-1020,"240 Main St, Wiley, CO 81092",Resident 1020,A-20020,2025-10-16,322995,gallons,,R3,
M-1020,"240 Main St, Wiley, CO 81092",Resident 1020,A-20020,2025-11-12,325721,gallons,,R3,
M-1020,"240 Main St, Wiley, CO 81092",Resident 1020,A-20020,2025-12-13,328265,gallons,,R3,
M-1021,"247 County Rd 10, Wiley, CO 81092",Resident 1021,A-20021,2025-07-13,357027,gallons,,R4,
M-1021,"247 County Rd 10, Wiley, CO 81092",Resident 1021,A-20021,2025-08-14,361933,gallons,,R4,
M-1021,"247 County Rd 10, Wiley, CO 81092",Resident 1021,A-20021,2025-09-15,366575,gallons,,R4,
M-1021,"247 County Rd 10, Wiley, CO 81092",Resident 1021,A-20021,2025-10-16,370133,gallons,,R4,
M-1021,"247 County Rd 10, Wiley, CO 81092",Resident 1021,A-20021,2025-11-12,373324,gallons,,R4,
M-1021,"247 County Rd 10, Wiley, CO 81092",Resident 1021,A-20021,2025-12-13,376076,gallons,,R4,
M-1022,"254 County Rd 14, Wiley, CO 81092",Resident 1022,A-20022,2025-07-13,377805,gallons,,R5,
M-1022,"254 County Rd 14, Wiley, CO 81092",Resident 1022,A-20022,2025-08-14,385097,gallons,,R5,
M-1022,"254 County Rd 14, Wiley, CO 81092",Resident 1022,A-20022,2025-09-15,393413,gallons,,R5,
M-1022,"254 County Rd 14, Wiley, CO 81092",Resident 1022,A-20022,2025-10-16,400267,gallons,,R5,
M-1022,"254 County Rd 14, Wiley, CO 81092",Resident 1022,A-20022,2025-11-12,404669,gallons,,R5,
M-1022,"254 County Rd 14, Wiley, CO 81092",Resident 1022,A-20022,2025-12-13,408922,gallons,,R5,
M-1023,"261 Highway 287, Wiley, CO 81092",Resident 1023,A-20023,2025-07-13,249118,gallons,,R6,
M-1023,"261 Highway 287, Wiley, CO 81092",Resident 1023,A-20023,2025-08-14,259191,gallons,,R6,
M-1023,"261 Highway 287, Wiley, CO 81092",Resident 1023,A-20023,2025-09-15,267877,gallons,,R6,
M-1023,"261 Highway 287, Wiley, CO 81092",Resident 1023,A-20023,2025-10-16,274682,gallons,,R6,
M-1023,"261 Highway 287, Wiley, CO 81092",Resident 1023,A-20023,2025-11-12,279963,gallons,,R6,
M-1023,"261 Highway 287, Wiley, CO 81092",Resident 1023,A-20023,2025-12-13,285361,gallons,,R6,
M-1024,"268 Maple Ave, Wiley, CO 81092",Resident 1024,A-20024,2025-07-13,292199,gallons,,R1,
M-1024,"268 Maple Ave, Wiley, CO 81092",Resident 1024,A-20024,2025-08-14,295645,gallons,,R1,
M-1024,"268 Maple Ave, Wiley, CO 81092",Resident 1024,A-20024,2025-09-15,298155,gallons,,R1,
M-1024,"268 Maple Ave, Wiley, CO 81092",Resident 1024,A-20024,2025-10-16,300801,gallons,,R1,
M-1024,"268 Maple Ave, Wiley, CO 81092",Resident 1024,A-20024,2025-11-12,302807,gallons,,R1,
M-1024,"268 Maple Ave, Wiley, CO 81092",Resident 1024,A-20024,2025-12-13,304559,gallons,,R1,
M-1025,"275 Oak St, Wiley, CO 81092",Resident 1025,A-20025,2025-07-13,166373,gallons,,R2,
M-1025,"275 Oak St, Wiley, CO 81092",Resident 1025,A-20025,2025-08-14,175042,gallons,,R2,
M-1025,"275 Oak St, Wiley, CO 81092",Resident 1025,A-20025,2025-09-15,183087,gallons,,R2,
M-1025,"275 Oak St, Wiley, CO 81092",Resident 1025,A-20025,2025-10-16,189713,gallons,,R2,
M-1025,"275 Oak St, Wiley, CO 81092",Resident 1025,A-20025,2025-11-12,194877,gallons,,R2,
M-1025,"275 Oak St, Wiley, CO 81092",Resident 1025,A-20025,2025-12-13,200093,gallons,,R2,
M-1026,"282 Elm St, Wiley, CO 81092",Resident 1026,A-20026,2025-07-13,185484,gallons,,R3,
M-1026,"282 Elm St, Wiley, CO 81092",Resident 1026,A-20026,2025-08-14,190438,gallons,,R3,
M-1026,"282 Elm St, Wiley, CO 81092",Resident 1026,A-20026,2025-09-15,195013,gallons,,R3,
M-1026,"282 Elm St, Wiley, CO 81092",Resident 1026,A-20026,2025-10-16,199263,gallons,,R3,
M-1026,"282 Elm St, Wiley, CO 81092",Resident 1026,A-20026,2025-11-12,201708,gallons,,R3,
M-1026,"282 Elm St, Wiley, CO 81092",Resident 1026,A-20026,2025-12-13,204316,gallons,,R3,
M-1027,"289 3rd Ave, Wiley, CO 81092",Resident 1027,A-20027,2025-07-13,347557,gallons,,R4,
M-1027,"289 3rd Ave, Wiley, CO 81092",Resident 1027,A-20027,2025-08-14,357317,gallons,,R4,
M-1027,"289 3rd Ave, Wiley, CO 81092",Resident 1027,A-20027,2025-09-15,366969,gallons,,R4,
M-1027,"289 3rd Ave, Wiley, CO 81092",Resident 1027,A-20027,2025-10-16,375928,gallons,,R4,
M-1027,"289 3rd Ave, Wiley, CO 81092",Resident 1027,A-20027,2025-11-12,382671,gallons,,R4,
M-1027,"289 3rd Ave, Wiley, CO 81092",Resident 1027,A-20027,2025-12-13,389049,gallons,,R4,
M-1028,"296 5th St, Wiley, CO 81092",Resident 1028,A-20028,2025-07-13,144308,gallons,,R5,
M-1028,"296 5th St, Wiley, CO 81092",Resident 1028,A-20028,2025-08-14,154925,gallons,,R5,
M-1028,"296 5th St, Wiley, CO 81092",Resident 1028,A-20028,2025-09-15,163742,gallons,,R5,
M-1028,"296 5th St, Wiley, CO 81092",Resident 1028,A-20028,2025-10-16,170648,gallons,,R5,
M-1028,"296 5th St, Wiley, CO 81092",Resident 1028,A-20028,2025-11-12,175846,gallons,,R5,
M-1028,"296 5th St, Wiley, CO 81092",Resident 1028,A-20028,2025-12-13,181177,gallons,,R5,
M-1029,"303 Ranch Rd, Wiley, CO 81092",Resident 1029,A-20029,2025-07-13,351016,gallons,,R6,
M-1029,"303 Ranch Rd, Wiley, CO 81092",Resident 1029,A-20029,2025-08-14,360949,gallons,,R6,
M-1029,"303 Ranch Rd, Wiley, CO 81092",Resident 1029,A-20029,2025-09-15,370150,gallons,,R6,
M-1029,"303 Ranch Rd, Wiley, CO 81092",Resident 1029,A-20029,2025-10-16,378459,gallons,,R6,
M-1029,"303 Ranch Rd, Wiley, CO 81092",Resident 1029,A-20029,2025-11-12,384576,gallons,,R6,
M-1029,"303 Ranch Rd, Wiley, CO 81092",Resident 1029,A-20029,2025-12-13,390660,gallons,,R6,
M-1030,"310 Irrigation Ln, Wiley, CO 81092",Resident 1030,A-20030,2025-07-13,271658,gallons,,R1,
M-1030,"310 Irrigation Ln, Wiley, CO 81092",Resident 1030,A-20030,2025-08-14,281612,gallons,,R1,
M-1030,"310 Irrigation Ln, Wiley, CO 81092",Resident 1030,A-20030,2025-09-15,289596,gallons,,R1,
M-1030,"310 Irrigation Ln, Wiley, CO 81092",Resident 1030,A-20030,2025-10-16,296464,gallons,,R1,
M-1030,"310 Irrigation Ln, Wiley, CO 81092",Resident 1030,A-20030,2025-11-12,301425,gallons,,R1,
M-1030,"310 Irrigation Ln, Wiley, CO 81092",Resident 1030,A-20030,2025-12-13,307042,gallons,,R1,
M-1031,"317 North Frontage, Wiley, CO 81092",Resident 1031,A-20031,2025-07-13,361470,gallons,,R2,
M-1031,"317 North Frontage, Wiley, CO 81092",Resident 1031,A-20031,2025-08-14,368904,gallons,,R2,
M-1031,"317 North Frontage, Wiley, CO 81092",Resident 1031,A-20031,2025-09-15,375015,gallons,,R2,
M-1031,"317 North Frontage, Wiley, CO 81092",Resident 1031,A-20031,2025-10-16,379824,gallons,,R2,
M-1031,"317 North Frontage, Wiley, CO 81092",Resident 1031,A-20031,2025-11-12,383937,gallons,,R2,
M-1031,"317 North Frontage, Wiley, CO 81092",Resident 1031,A-20031,2025-12-13,387916,gallons,,R2,
M-1032,"324 South Loop, Wiley, CO 81092",Resident 1032,A-20032,2025-07-13,248193,gallons,,R3,
M-1032,"324 South Loop, Wiley, CO 81092",Resident 1032,A-20032,2025-08-14,253381,gallons,,R3,
M-1032,"324 South Loop, Wiley, CO 81092",Resident 1032,A-20032,2025-09-15,257775,gallons,,R3,
M-1032,"324 South Loop, Wiley, CO 81092",Resident 1032,A-20032,2025-10-16,262113,gallons,,R3,
M-1032,"324 South Loop, Wiley, CO 81092",Resident 1032,A-20032,2025-11-12,264737,gallons,,R3,
M-1032,"324 South Loop, Wiley, CO 81092",Resident 1032,A-20032,2025-12-13,268140,gallons,,R3,
M-1033,"331 Pioneer Rd, Wiley, CO 81092",Resident 1033,A-20033,2025-07-13,582498,gallons,,R4,
M-1033,"331 Pioneer Rd, Wiley, CO 81092",Resident 1033,A-20033,2025-08-14,614427,gallons,,R4,
M-1033,"331 Pioneer Rd, Wiley, CO 81092",Resident 1033,A-20033,2025-09-15,643936,gallons,,R4,
M-1033,"331 Pioneer Rd, Wiley, CO 81092",Resident 1033,A-20033,2025-10-16,668400,gallons,,R4,
M-1033,"331 Pioneer Rd, Wiley, CO 81092",Resident 1033,A-20033,2025-11-12,687990,gallons,,R4,
M-1033,"331 Pioneer Rd, Wiley, CO 81092",Resident 1033,A-20033,2025-12-13,706636,gallons,,R4,
M-1034,"338 Cottonwood Dr, Wiley, CO 81092",Resident 1034,A-20034,2025-07-13,431453,gallons,,R5,
M-1034,"338 Cottonwood Dr, Wiley, CO 81092",Resident 1034,A-20034,2025-08-14,441453,gallons,,R5,
M-1034,"338 Cottonwood Dr, Wiley, CO 81092",Resident 1034,A-20034,2025-09-15,450272,gallons,,R5,
M-1034,"338 Cottonwood Dr, Wiley, CO 81092",Resident 1034,A-20034,2025-10-16,456887,gallons,,R5,
M-1034,"338 Cottonwood Dr, Wiley, CO 81092",Resident 1034,A-20034,2025-11-12,461753,gallons,,R5,
M-1034,"338 Cottonwood Dr, Wiley, CO 81092",Resident 1034,A-20034,2025-12-13,467786,gallons,,R5,
M-1035,"345 Sand Creek Rd, Wiley, CO 81092",Resident 1035,A-20035,2025-07-13,452430,gallons,,R6,
M-1035,"345 Sand Creek Rd, Wiley, CO 81092",Resident 1035,A-20035,2025-08-14,458937,gallons,,R6,
M-1035,"345 Sand Creek Rd, Wiley, CO 81092",Resident 1035,A-20035,2025-09-15,463996,gallons,,R6,
M-1035,"345 Sand Creek Rd, Wiley, CO 81092",Resident 1035,A-20035,2025-10-16,467857,gallons,,R6,
M-1035,"345 Sand Creek Rd, Wiley, CO 81092",Resident 1035,A-20035,2025-11-12,471263,gallons,,R6,
M-1035,"345 Sand Creek Rd, Wiley, CO 81092",Resident 1035,A-20035,2025-12-13,474464,gallons,,R6,
M-1036,"352 Prairie View, Wiley, CO 81092",Resident 1036,A-20036,2025-07-13,333118,gallons,,R1,
M-1036,"352 Prairie View, Wiley, CO 81092",Resident 1036,A-20036,2025-08-14,336080,gallons,,R1,
M-1036,"352 Prairie View, Wiley, CO 81092",Resident 1036,A-20036,2025-09-15,338566,gallons,,R1,
M-1036,"352 Prairie View, Wiley, CO 81092",Resident 1036,A-20036,2025-10-16,340845,gallons,,R1,
M-1036,"352 Prairie View, Wiley, CO 81092",Resident 1036,A-20036,2025-11-12,342595,gallons,,R1,
M-1036,"352 Prairie View, Wiley, CO 81092",Resident 1036,A-20036,2025-12-13,344076,gallons,,R1,
M-1037,"359 School House Rd, Wiley, CO 81092",Resident 1037,A-20037,2025-07-13,238583,gallons,,R2,
M-1037,"359 School House Rd, Wiley, CO 81092",Resident 1037,A-20037,2025-08-14,250911,gallons,,R2,
M-1037,"359 School House Rd, Wiley, CO 81092",Resident 1037,A-20037,2025-09-15,259891,gallons,,R2,
M-1037,"359 School House Rd, Wiley, CO 81092",Resident 1037,A-20037,2025-10-16,267422,gallons,,R2,
M-1037,"359 School House Rd, Wiley, CO 81092",Resident 1037,A-20037,2025-11-12,273842,gallons,,R2,
M-1037,"359 School House Rd, Wiley, CO 81092",Resident 1037,A-20037,2025-12-13,279222,gallons,,R2,
M-1038,"366 Cemetery Rd, Wiley, CO 81092",Resident 1038,A-20038,2025-07-13,192910,gallons,,R3,
M-1038,"366 Cemetery Rd, Wiley, CO 81092",Resident 1038,A-20038,2025-08-14,197619,gallons,,R3,
M-1038,"366 Cemetery Rd, Wiley, CO 81092",Resident 1038,A-20038,2025-09-15,201414,gallons,,R3,
M-1038,"366 Cemetery Rd, Wiley, CO 81092",Resident 1038,A-20038,2025-10-16,204923,gallons,,R3,
M-1038,"366 Cemetery Rd, Wiley, CO 81092",Resident 1038,A-20038,2025-11-12,207809,gallons,,R3,
M-1038,"366 Cemetery Rd, Wiley, CO 81092",Resident 1038,A-20038,2025-12-13,210823,gallons,,R3,
M-1039,"373 Grain Elevator Rd, Wiley, CO 81092",Resident 1039,A-20039,2025-07-13,303666,gallons,,R4,
M-1039,"373 Grain Elevator Rd, Wiley, CO 81092",Resident 1039,A-20039,2025-08-14,313940,gallons,,R4,
M-1039,"373 Grain Elevator Rd, Wiley, CO 81092",Resident 1039,A-20039,2025-09-15,321681,gallons,,R4,
M-1039,"373 Grain Elevator Rd, Wiley, CO 81092",Resident 1039,A-20039,2025-10-16,328936,gallons,,R4,
M-1039,"373 Grain Elevator Rd, Wiley, CO 81092",Resident 1039,A-20039,2025-11-12,334071,gallons,,R4,
M-1039,"373 Grain Elevator Rd, Wiley, CO 81092",Resident 1039,A-20039,2025-12-13,339839,gallons,,R4,
M-1040,"380 Main St, Wiley, CO 81092",Resident 1040,A-20040,2025-07-13,231867,gallons,,R5,
M-1040,"380 Main St, Wiley, CO 81092",Resident 1040,A-20040,2025-08-14,239636,gallons,,R5,
M-1040,"380 Main St, Wiley, CO 81092",Resident 1040,A-20040,2025-09-15,246763,gallons,,R5,
M-1040,"380 Main St, Wiley, CO 81092",Resident 1040,A-20040,2025-10-16,251661,gallons,,R5,
M-1040,"380 Main St, Wiley, CO 81092",Resident 1040,A-20040,2025-11-12,255459,gallons,,R5,
M-1040,"380 Main St, Wiley, CO 81092",Resident 1040,A-20040,2025-12-13,259231,gallons,,R5,
M-1041,"387 County Rd 10, Wiley, CO 81092",Resident 1041,A-20041,2025-07-13,144285,gallons,,R6,
M-1041,"387 County Rd 10, Wiley, CO 81092",Resident 1041,A-20041,2025-08-14,150520,gallons,,R6,
M-1041,"387 County Rd 10, Wiley, CO 81092",Resident 1041,A-20041,2025-09-15,156853,gallons,,R6,
